unitig_4701	13.613586404539463	37.702176403207332	unitig_4701	17460
unitig_1238	10.298936855138258	23.948892323544566	unitig_1238	9705
unitig_5268	7.240010366051182	15.969824447860205	unitig_5268	12361
unitig_4700	10.594748623258829	28.25542775911088	unitig_4700	15476
unitig_1492	8.14574278215223	22.487269150912468	unitig_1492	9151
unitig_5222	16.672139063076354	38.845938375350137	unitig_5222	13566
unitig_4251	0.8385135135135136	0.0	unitig_4251	2960
unitig_4046	0.9971425818882468	0.0	unitig_4046	1038
unitig_941	15.502152169605704	33.866673265366721	unitig_941	10103
unitig_1236	1.1912598584428715	0.0	unitig_1236	7912
unitig_4702	9.653989872502034	16.559884948991055	unitig_4702	22251
unitig_2015	8.220881274371527	17.647892074198989	unitig_2015	11860
unitig_1237	18.800866896493737	40.314937330765154	unitig_1237	35823
unitig_943	11.350576952937262	30.117473435655253	unitig_943	27104
unitig_4602	0.2583360310780188	0.0	unitig_4602	6178
unitig_1022	8.833989883662113	13.626100075433744	unitig_1022	7954
unitig_4603	32.70600913681173	32.08642865729054	unitig_4603	16638
unitig_2509	10.146382636655948	28.39160839160839	unitig_2509	5291
unitig_4254	0.7168262653898769	0.0	unitig_4254	2193
unitig_2508	18.57488428131129	42.157953749124033	unitig_2508	14270
unitig_4226	19.468285399637804	41.878100083158046	unitig_4226	40886
unitig_4227	11.109716154349247	26.194877384196186	unitig_4227	9175
unitig_4224	8.27763536038625	24.613069943723442	unitig_4224	8707
unitig_4225	13.628514162237925	32.227376159635917	unitig_4225	17139
unitig_4222	22.051534685863874	41.404459812676976	unitig_4222	36728
unitig_4223	13.419671285604313	36.393521241460434	unitig_4223	22103
unitig_4220	11.580484583174725	32.283866057838658	unitig_4220	10512
unitig_4221	16.7273102016897	33.32377978876503	unitig_4221	40997
unitig_1231	8.777997027916356	9.1375689435723384	unitig_1231	9428
unitig_4228	14.913867334961775	28.014661177960736	unitig_4228	31580
unitig_4229	1.1913250148544265	0.0	unitig_4229	6732
unitig_3901	15.85202513724357	46.793412308581338	unitig_3901	3461
unitig_5571	26.626598566208262	43.836495699089632	unitig_5571	71729
