contig_id,mean_coverage,mean_qv
unitig_1495,8.177080393765381,22.414333401457863
unitig_2503,16.532610859728507,37.254606768637842
unitig_1719,10.792880136478267,30.121152328334649
unitig_1718,21.319663692980978,42.449622166246854
unitig_19,14.391640172520024,31.35303776683087
unitig_18,16.526989795918368,38.795345871852085
unitig_352,1.2589840319361276,0.0
unitig_2509,5.201870515027142,5.3302073702285035
unitig_1231,4.899925209950879,6.8219601013299558
unitig_3902,8.711659090909091,26.381233670339657
unitig_3903,23.01031757066964,43.94000983445337
unitig_3900,23.32900927805161,44.819866782507965
unitig_3901,2.534740429994756,0.0
unitig_3906,19.336235606288177,42.869326493397189
unitig_1079,20.92601663248078,42.532445830780368
unitig_4008,46.73454071661238,43.951201496947014
unitig_3905,24.882986293546544,38.074727000214118
unitig_4006,21.67227369694447,41.733587776349779
unitig_4007,23.72291244905744,42.128062115041232
unitig_3908,11.428050964868877,24.105320411392405
unitig_4005,15.04498830987075,37.043700106987082
unitig_4002,32.765422710240344,47.158047970908186
unitig_4003,36.90971610178138,47.884386732961083
unitig_1072,11.896510032834733,31.989937290360217
unitig_1073,12.871449961008578,34.709488217585381
unitig_485,13.831650144524142,40.103582887700533
unitig_484,10.06945963943479,22.759558198810534
unitig_486,15.023678240149774,38.271112242300838
unitig_481,16.23038896814075,38.660632197526184
unitig_480,21.110041894208607,45.158483889626076
unitig_483,7.696320104829652,22.398167196558816
unitig_482,8.278905212797767,23.618521834278326
unitig_2416,4.7390785539548785,4.1023803083581285
unitig_2415,19.477574856831197,42.913327882256745
unitig_2414,5.069684701263649,9.1249081557678178
unitig_489,2.126905152224824,0.0
unitig_2412,11.128057983942908,17.261225944404845
unitig_2411,29.65063097199341,44.331738018750407
unitig_2410,8.853502906976745,24.220173535791758
unitig_2031,5.536482412060302,14.571383844708828
unitig_557,13.460487730354243,34.280221352924336
unitig_556,10.092921146641109,10.696764833889453
unitig_555,2.760529933481153,0.0
unitig_554,18.97816601758095,43.298566492277374
unitig_553,3.0050599872367583,0.0
unitig_552,14.5746467603287,37.228353606628708
unitig_551,23.154169500302064,42.465409617288735
unitig_550,12.382656872928724,32.718485941592135
unitig_558,8.56100342346119,22.338829118345675
unitig_138,2.282286809548702,0.0
unitig_322,11.628884691848906,27.429161700437028
unitig_1760,11.691348199892532,18.146721256460165
unitig_2522,11.565469386491673,20.161132752117727
unitig_2521,11.56429114480334,28.822189674112046
unitig_2520,9.669708401976935,29.517482517482517
unitig_2527,3.8067784642541924,3.1101302140807769
unitig_2524,4.687357990230287,2.1944735921650929
unitig_2529,0.7987718526663001,0.0
unitig_323,14.597435815912885,36.66132741257632
